train,Stations
g1232,上海虹桥-昆山南-苏州北-无锡东-丹阳北-南京南-滁州-宿州东-徐州东-曲阜东-济南西-沧州西-天津西-唐山-秦皇岛-锦州南-盘锦北-沈阳-沈阳南-本溪-凤城东-丹东
g1233,上海虹桥-昆山南-无锡东-常州北-南京南-蚌埠南-宿州东-徐州东-济南西-天津西-唐山-秦皇岛-山海关-沈阳北-昌图西-四平东-公主岭南-长春-吉林
g1234,吉林-长春-四平东-昌图西-开原西-沈阳北-盘锦北-锦州南-秦皇岛-北戴河-唐山-滨海北-军粮城北-天津西-沧州西-德州东-济南西-枣庄-徐州东-南京南-常州北-苏州北-昆山南-上海虹桥
g1237,石家庄-保定东-白洋淀-霸州西-天津西-滨海西-唐山-秦皇岛-山海关-葫芦岛北-盘锦北-辽中-沈阳北-铁岭西-四平东-长春西-扶余北-哈尔滨西-哈尔滨-宾州-方正-依兰-佳木斯
g1238,佳木斯-依兰-方正-胜利镇-宾州-哈尔滨-哈尔滨西-德惠西-长春西-昌图西-沈阳北-锦州南-秦皇岛-滦河-唐山-滨海西-天津西-胜芳-霸州西-白洋淀-保定东-石家庄
g124,上海虹桥-南京南-徐州东-曲阜东-济南西-北京南
g1240,石家庄-保定东-白洋淀-霸州西-天津西-滨海西-唐山-秦皇岛-山海关-葫芦岛北-盘锦北-辽中-沈阳北-铁岭西-四平东-长春西-扶余北-哈尔滨西-哈尔滨-宾州-方正-依兰-佳木斯
g1241,济南-济南西-德州东-沧州西-天津西-唐山-北戴河-秦皇岛-山海关-绥中北-沈阳北-铁岭西-四平东-长春西
g1242,长春西-四平东-铁岭西-沈阳北-辽中-台安-盘锦北-锦州南-葫芦岛北-山海关-秦皇岛-北戴河-唐山-天津西-济南西
g1245,青岛北-高密-潍坊-淄博-济南-济南西-德州东-天津西-唐山-秦皇岛-山海关-绥中北-葫芦岛北-盘锦北-沈阳北-开原西-四平东-长春西-德惠西-扶余北-哈尔滨西-肇东-安达-大庆东-杜尔伯特-齐齐哈尔南
g1246,齐齐哈尔南-杜尔伯特-大庆西-大庆东-肇东-哈尔滨西-扶余北-长春西-昌图西-沈阳北-辽中-葫芦岛北-山海关-秦皇岛-北戴河-唐山-天津西-天津南-沧州西-济南西-济南-潍坊-青岛北
g125,北京南-天津南-德州东-济南西-滕州东-宿州东-滁州-南京南-常州北-昆山南-上海虹桥
g1251,大连北-营口东-盘锦-锦州南-山海关-秦皇岛-唐山-天津-天津西-德州东-济南西-曲阜东-徐州东-宿州东-蚌埠南-滁州-南京南-镇江南-常州北-无锡东-昆山南-上海虹桥
g1252,上海虹桥-苏州北-常州北-镇江南-南京南-蚌埠南-徐州东-曲阜东-济南西-沧州西-天津西-滨海西-滨海北-唐山-山海关-绥中北-葫芦岛北-盘锦-营口东-鲅鱼圈-大连北
g1255,上海虹桥-苏州北-镇江南-南京南-滁州-宿州东-徐州东-曲阜东-济南西-天津西-天津-唐山-北戴河-秦皇岛-山海关-绥中北-锦州南-辽中-沈阳北-铁岭西-四平东-长春西
g1256,长春西-四平东-铁岭西-沈阳北-绥中北-山海关-秦皇岛-唐山-天津西-沧州西-济南西-曲阜东-徐州东-滁州-南京南-镇江南-苏州北-上海虹桥
g126,上海虹桥-昆山南-苏州北-无锡东-常州北-南京南-泰安-济南西-廊坊-北京南
g1261,郑州东-鹤壁东-邯郸东-邢台东-高邑西-石家庄-正定机场-定州东-保定东-白沟-霸州西-天津西-滨海西-唐山-滦河-秦皇岛-山海关-锦州南-盘锦北-辽中-沈阳北-铁岭西-四平东-长春西-哈尔滨西
g1262,哈尔滨西-双城北-德惠西-长春西-铁岭西-沈阳北-盘锦北-锦州南-山海关-秦皇岛-滦河-唐山-滨海西-天津西-胜芳-白洋淀-保定东-石家庄-邢台东-邯郸东-新乡东-郑州东
g1265,青岛北-潍坊-青州市-淄博-济南-济南西-德州东-沧州西-天津西-滨海西-秦皇岛-山海关-葫芦岛北-锦州南-沈阳北-开原西-四平东-长春西
g1266,长春西-四平东-开原西-铁岭西-沈阳北-盘锦北-山海关-秦皇岛-滦河-唐山-天津西-沧州西-德州东-济南西-济南-淄博-青州市-潍坊-高密-青岛北
g127,北京南-沧州西-德州东-济南西-曲阜东-徐州东-蚌埠南-南京南-常州北-上海虹桥
g1271,福州-延平-南平市-上饶-黄山北-绩溪北-铜陵北-合肥南-徐州东-济南西-德州东-天津西-唐山-秦皇岛-锦州南-沈阳-沈阳南
g1272,沈阳南-沈阳-盘锦北-锦州南-绥中北-山海关-秦皇岛-滦河-唐山-天津西-沧州西-德州东-济南西-枣庄-徐州东-宿州东-蚌埠南-淮南东-水家湖-合肥南-铜陵北-黄山北-婺源-德兴-上饶-南平市-福州
g1275,武汉-孝感北-信阳东-驻马店西-漯河西-许昌东-郑州东-新乡东-邯郸东-石家庄-保定东-白洋淀-白沟-天津西-唐山-秦皇岛-山海关-葫芦岛北-沈阳北-铁岭西-长春西-德惠西-双城北-哈尔滨西
g1276,哈尔滨西-扶余北-德惠西-长春西-四平东-铁岭西-沈阳北-锦州南-葫芦岛北-山海关-秦皇岛-唐山-滨海西-天津西-白洋淀-保定东-定州东-石家庄-邯郸东-新乡东-郑州东-许昌东-漯河西-驻马店西-信阳东-武汉
g128,上海虹桥-苏州北-镇江南-南京南-滁州-宿州东-曲阜东-济南西-天津南-北京南
g1281,沈阳北-锦州南-葫芦岛北-绥中北-山海关-秦皇岛-唐山-天津西-胜芳-霸州西-白洋淀-保定东-正定机场-石家庄-邢台东-安阳东-新乡东-郑州东-洛阳龙门-华山北-渭南北-西安北-鄠邑-汉中-朝天-广元-江油-绵阳-德阳-成都东
g1282,成都东-德阳-绵阳-广元-汉中-城固北-鄠邑-西安北-华山北-洛阳龙门-郑州东-鹤壁东-邢台东-石家庄-定州东-白洋淀-天津西-唐山-秦皇岛-锦州南-沈阳北
g1285,沈阳北-盘锦北-锦州南-山海关-秦皇岛-唐山-天津西-霸州西-白沟-保定东-石家庄-邢台东-邯郸东-安阳东-鹤壁东-郑州东
g1286,郑州东-安阳东-石家庄-保定东-白沟-天津西-唐山-秦皇岛-山海关-锦州南-盘锦北-沈阳北
g1289,长春西-四平东-铁岭西-沈阳北-台安-葫芦岛北-山海关-秦皇岛-唐山-滨海西-天津西-白沟-保定东-定州东-石家庄-鹤壁东-新乡东-郑州东-漯河西-驻马店西-信阳东-武汉-咸宁北-岳阳东-长沙南
g129,北京南-天津南-德州东-济南西-徐州东-宿州东-南京南-镇江南-常州北-苏州北-昆山南-上海
g1290,长沙南-岳阳东-武汉-孝感北-驻马店西-漯河西-许昌东-郑州东-安阳东-邯郸东-邢台东-石家庄-保定东-白洋淀-胜芳-天津西-军粮城北-唐山-秦皇岛-葫芦岛北-锦州南-沈阳北-铁岭西-四平东-长春西
g1293,大连北-瓦房店西-营口东-盘锦-锦州南-葫芦岛北-山海关-秦皇岛-唐山-天津-天津西-保定东-石家庄-邢台东-邯郸东-鹤壁东-郑州东-洛阳龙门-灵宝西-西安北
g1294,西安北-渭南北-华山北-洛阳龙门-郑州东-鹤壁东-安阳东-邯郸东-石家庄-保定东-白洋淀-胜芳-天津西-唐山-秦皇岛-山海关-葫芦岛北-锦州南-盘锦-营口东-盖州西-大连北
g1297,沈阳-葫芦岛北-秦皇岛-北戴河-唐山-滨海北-天津西-霸州西-白沟-保定东-石家庄
g1298,石家庄-定州东-保定东-白洋淀-白沟-胜芳-天津西-滨海西-唐山-秦皇岛-山海关-沈阳
g13,北京南-济南西-南京南-苏州北-上海虹桥
g130,上海-昆山南-无锡东-镇江南-南京南-定远-宿州东-徐州东-曲阜东-济南西-德州东-沧州西-天津南-北京南
g1300,沈阳-葫芦岛北-秦皇岛-北戴河-唐山-滨海北-天津西-霸州西-白沟-保定东-石家庄
g1301,南通-南通西-张家港-太仓-上海虹桥-嘉兴南-余杭-杭州东-义乌-金华-衢州-玉山南-鹰潭北-南昌西-高安-宜春-萍乡北-长沙南-衡阳东-郴州西-韶关-广州南
g1305,上海虹桥-杭州东-义乌-上饶-鹰潭北-南昌西-新余北-宜春-醴陵东-长沙南-株洲西-衡阳东-郴州西-韶关-广州南
g1306,广州南-郴州西-长沙南-宜春-南昌西-鹰潭北-衢州-金华-义乌-杭州东-上海虹桥
g131,北京南-沧州西-济南西-滕州东-枣庄-徐州东-滁州-南京南-丹阳北-无锡东-上海虹桥
g1311,重庆北-长寿北-利川-恩施-宜昌东-荆州-潜江-天门南-汉川-汉口-武汉-咸宁北-长沙南-株洲西-耒阳西-英德西-广州北-广州南-虎门-深圳北
g1312,深圳北-广州南-韶关-郴州西-株洲西-长沙南-武汉-汉口-汉川-潜江-荆州-宜昌东-利川-重庆北
g1315,宜昌东-枝江北-荆州-潜江-天门南-汉口-武汉-咸宁北-岳阳东-长沙南-衡阳东-郴州西-韶关-广州南
g1316,广州南-韶关-郴州西-衡阳东-株洲西-长沙南-岳阳东-咸宁北-武汉-汉口-仙桃西-荆州-枝江北-宜昌东
g132,上海虹桥-苏州北-常州北-南京南-滁州-徐州东-枣庄-济南西-德州东-沧州西-天津南-北京南
g1321,上海虹桥-杭州东-诸暨-义乌-金华-衢州-江山-上饶-抚州东-南昌西-宜春-萍乡北-醴陵东-长沙南-韶山南-娄底南-溆浦南-怀化南-新晃西-三穗-贵定北-贵阳北-安顺西-六枝南-六盘水
g1322,贵阳北-凯里南-新晃西-芷江-怀化南-邵阳北-韶山南-湘潭北-长沙南-萍乡北-宜春-南昌西-鹰潭北-上饶-衢州-金华-杭州东-余杭-桐乡-嘉善南-上海虹桥
g1329,上海虹桥-嘉兴南-海宁西-杭州东-诸暨-金华-上饶-鹰潭北-南昌西-新余北-宜春-萍乡北-长沙南-娄底南-新化南-怀化南-铜仁南-贵阳北
g133,北京南-天津南-沧州西-德州东-济南西-蚌埠南-南京南-苏州北-昆山南-上海虹桥
g1331,杭州东-金华-玉山南-鹰潭北-南昌西-新余北-萍乡北-长沙南-湘潭北-娄底南-怀化南-贵阳北
g1332,贵阳北-凯里南-铜仁南-怀化南-新化南-娄底南-长沙南-萍乡北-南昌西-进贤南-上饶-金华-义乌-杭州东
g1333,上海虹桥-松江南-嘉兴南-杭州东-诸暨-义乌-金华-上饶-鹰潭北-进贤南-南昌西-宜春-萍乡北-醴陵东-长沙南-娄底南-邵阳北-怀化南-新晃西-凯里南-贵阳东-遵义-重庆西
g1334,重庆西-綦江东-遵义-息烽-贵阳东-凯里南-三穗-铜仁南-怀化南-娄底南-湘潭北-长沙南-醴陵东-萍乡北-南昌西-鹰潭北-弋阳-上饶-衢州-金华-义乌-诸暨-杭州东-桐乡-嘉善南-上海虹桥
g1337,上海虹桥-嘉兴南-桐乡-杭州东-诸暨-义乌-金华-衢州-上饶-鹰潭北-南昌西-新余北-萍乡北-长沙南-邵阳北-怀化南-凯里南-贵阳东-息烽-遵义-重庆西
g1338,重庆西-遵义-息烽-修文县-贵阳东-凯里南-铜仁南-怀化南-溆浦南-邵阳北-韶山南-长沙南-萍乡北-新余北-高安-南昌西-鹰潭北-上饶-江山-金华-义乌-杭州东-余杭-上海虹桥
g134,上海虹桥-昆山南-无锡东-南京南-蚌埠南-徐州东-济南西-沧州西-北京南
g1342,长沙南-萍乡北-宜春-南昌西-衢州-诸暨-杭州东-桐乡-嘉善南-上海虹桥
g1344,长沙南-萍乡北-新余北-南昌西-抚州东-上饶-江山-金华-杭州东-桐乡-上海虹桥
g1346,长沙南-醴陵东-萍乡北-宜春-南昌西-鹰潭北-衢州-义乌-杭州东-桐乡-嘉善南-上海虹桥
g1347,上海虹桥-松江南-余杭-杭州东-诸暨-金华-玉山南-弋阳-南昌西-宜春-萍乡北-长沙南
g1348,长沙南-南昌西-杭州东-上海虹桥
g135,北京南-廊坊-德州东-济南西-曲阜东-宿州东-蚌埠南-滁州-南京南-无锡东-上海虹桥
g1350,长沙南-宜春-高安-南昌西-鹰潭北-上饶-金华-杭州东-嘉兴南-松江南-上海虹桥
g1352,长沙南-醴陵东-宜春-南昌西-进贤南-弋阳-上饶-江山-金华-义乌-诸暨-杭州东-松江南-上海虹桥
g1353,上海虹桥-嘉兴南-海宁西-杭州东-金华-衢州-上饶-鹰潭北-南昌西-新余北-宜春-长沙南
g1354,长沙南-萍乡北-新余北-南昌西-上饶-玉山南-金华-诸暨-杭州东-余杭-嘉兴南-上海虹桥
g1355,上海虹桥-金山北-桐乡-杭州东-义乌-金华-上饶-鹰潭北-南昌西-高安-宜春-萍乡北-长沙南
g1357,上海虹桥-杭州东-南昌西-长沙南
g1359,上海虹桥-金山北-嘉兴南-杭州东-诸暨-金华-上饶-鹰潭北-进贤南-南昌西-宜春-长沙南
g136,上海虹桥-昆山南-常州北-南京南-徐州东-济南西-沧州西-北京南
g1361,上海虹桥-嘉善南-嘉兴南-杭州东-义乌-金华-衢州-上饶-抚州东-南昌西-宜春-萍乡北-长沙南
g1362,长沙南-宜春-新余北-南昌西-抚州东-弋阳-上饶-玉山南-衢州-金华-义乌-杭州东-嘉兴南-上海虹桥
g1363,上海虹桥-金山北-嘉兴南-海宁西-杭州东-义乌-衢州-上饶-鹰潭北-南昌西-新余北-萍乡北-长沙南
g1365,上海虹桥-嘉兴南-桐乡-杭州东-金华-江山-上饶-鹰潭北-南昌西-宜春-萍乡北-长沙南
g1369,上海虹桥-嘉善南-桐乡-杭州东-诸暨-义乌-上饶-鹰潭北-南昌西-高安-新余北-宜春-醴陵东-长沙南-湘潭北-娄底南-邵阳北-新化南-溆浦南-怀化南
g137,北京南-德州东-济南西-泰安-徐州东-南京南-常州北-苏州北-上海虹桥
g1370,怀化南-新化南-娄底南-湘潭北-长沙南-萍乡北-宜春-南昌西-进贤南-鹰潭北-上饶-衢州-金华-义乌-杭州东-桐乡-嘉兴南-上海虹桥
g1371,上海虹桥-嘉兴南-桐乡-杭州东-义乌-金华-衢州-上饶-鹰潭北-南昌西-萍乡北-长沙南-湘潭北-娄底南-邵阳北-怀化南-新晃西-凯里南-贵阳北-安顺西-盘州-富源北-曲靖北-昆明南
g1372,昆明南-曲靖北-盘州-安顺西-贵阳北-贵定北-凯里南-芷江-怀化南-娄底南-韶山南-湘潭北-长沙南-醴陵东-萍乡北-宜春-南昌西-鹰潭北-金华-义乌-杭州东-上海虹桥
g1373,上海虹桥-杭州东-金华-鹰潭北-南昌西-新余北-长沙南-娄底南-怀化南-凯里南-贵定北-贵阳北-安顺西-曲靖北-昆明南
g1374,昆明南-曲靖北-盘州-安顺西-贵阳北-凯里南-铜仁南-新晃西-怀化南-溆浦南-娄底南-韶山南-湘潭北-长沙南-萍乡北-宜春-南昌西-鹰潭北-上饶-金华-义乌-杭州东-嘉兴南-上海虹桥
g1375,上海虹桥-嘉兴南-杭州东-诸暨-义乌-金华-衢州-玉山南-上饶-弋阳-抚州东-南昌西-高安-新余北-萍乡北-醴陵东-长沙南-娄底南-新化南-怀化南-铜仁南-凯里南-贵阳北-安顺西-昆明南
g1376,昆明南-曲靖北-富源北-盘州-安顺西-贵阳北-铜仁南-新晃西-怀化南-邵阳北-娄底南-长沙南-新余北-南昌西-进贤南-鹰潭北-上饶-玉山南-江山-衢州-金华-义乌-杭州东-桐乡-上海虹桥
g1377,南京南-镇江南-常州北-无锡东-苏州北-昆山南-上海虹桥-金山北-嘉兴南-杭州东-义乌-金华-上饶-鹰潭北-南昌西-宜春-萍乡北-长沙南-湘潭北-韶山南-娄底南-怀化南-芷江-凯里南-贵阳北-安顺西-盘州-富源北-曲靖北-昆明南
g1378,昆明南-曲靖北-盘州-贵阳北-贵定北-三穗-怀化南-新化南-娄底南-长沙南-萍乡北-宜春-新余北-南昌西-鹰潭北-上饶-江山-衢州-义乌-杭州东-嘉兴南-上海虹桥-苏州北-无锡东-常州北-镇江南-南京南
g1379,南京南-溧水-溧阳-宜兴-长兴-湖州-德清-杭州东-诸暨-义乌-金华-上饶-鹰潭北-南昌西-高安-萍乡北-长沙南-娄底南-溆浦南-怀化南-三穗-凯里南-贵阳北-安顺西-盘州-曲靖北-昆明南
g138,上海虹桥-苏州北-常州北-南京南-蚌埠南-宿州东-曲阜东-泰安-济南西-沧州西-天津南-北京南
g1380,昆明南-曲靖北-盘州-关岭-贵阳北-凯里南-铜仁南-怀化南-邵阳北-娄底南-湘潭北-长沙南-醴陵东-萍乡北-新余北-高安-南昌西-抚州东-弋阳-上饶-衢州-金华-义乌-杭州东-宜兴-南京南
g1382,南昌-抚州东-鹰潭北-上饶-衢州-金华-诸暨-杭州东-桐乡-金山北-上海虹桥
g1383,上海虹桥-嘉兴南-桐乡-杭州东-义乌-金华-衢州-上饶-鹰潭北-进贤南-南昌西-吉安西-赣州西
g1384,南昌西-鹰潭北-弋阳-上饶-江山-金华-诸暨-杭州东-嘉兴南-上海虹桥
g1387,上海虹桥-嘉兴南-海宁西-杭州东-义乌-衢州-上饶-鹰潭北-进贤南-南昌西
g1388,南昌西-抚州东-鹰潭北-上饶-衢州-金华-义乌-杭州东-嘉兴南-上海虹桥
g1389,上海虹桥-嘉兴南-杭州东-义乌-上饶-鹰潭北-南昌
g139,北京南-沧州西-德州东-济南西-滕州东-徐州东-蚌埠南-定远-滁州-南京南-丹阳北-无锡东-昆山南-上海虹桥
g1390,南昌-进贤南-鹰潭北-上饶-金华-杭州东-嘉兴南-松江南-上海虹桥
g1391,芜湖-宣城-广德南-安吉-湖州-杭州东-义乌-金华-玉山南-上饶-弋阳-鹰潭北-进贤南-南昌西-宜春-萍乡北-长沙南-湘潭北-韶山南-娄底南-怀化南-芷江-三穗-贵定北-贵阳北-安顺西-盘州-昆明南
g1392,昆明南-曲靖北-富源北-盘州-安顺西-贵阳北-凯里南-铜仁南-怀化南-溆浦南-娄底南-湘潭北-长沙南-宜春-高安-南昌西-鹰潭北-弋阳-上饶-衢州-金华-义乌-诸暨-杭州东-湖州-安吉-广德南-宣城-芜湖
g1394,南昌-鹰潭北-上饶-衢州-金华-义乌-杭州东-嘉兴南-上海虹桥
g1395,上海虹桥-嘉兴南-海宁西-杭州东-义乌-金华-上饶-抚州东-南昌西
g14,上海虹桥-南京南-济南西-天津南-北京南
g140,上海虹桥-苏州北-常州北-镇江南-南京南-滁州-曲阜东-济南西-德州东-沧州西-天津南-北京南
g1401,南昌西-高安-新余北-宜春-萍乡北-长沙南-衡阳东-耒阳西-韶关-广州北-广州南
g1402,广州南-广州北-韶关-衡阳东-株洲西-长沙南-萍乡北-新余北-南昌西-鹰潭北-弋阳-上饶
g1403,杭州东-诸暨-义乌-金华-江山-上饶-鹰潭北-进贤南-南昌西-宜春-萍乡北-长沙南-株洲西-衡阳东-郴州西-清远-广州南
g1404,广州南-韶关-郴州西-衡阳东-株洲西-长沙南-宜春-新余北-南昌西-进贤南-上饶-江山-衢州-金华-义乌-杭州东
g1405,上饶-弋阳-鹰潭北-抚州东-进贤南-南昌西-宜春-萍乡北-长沙南-衡阳东-郴州西-韶关-广州南
g1406,广州南-广州北-韶关-耒阳西-株洲西-长沙南-醴陵东-萍乡北-宜春-南昌西
g1407,南昌西-新余北-宜春-萍乡北-醴陵东-长沙南-衡阳东-郴州西-韶关-广州南
g1408,广州南-衡阳东-衡山西-株洲西-长沙南-醴陵东-宜春-新余北-南昌西
g141,北京南-德州东-济南西-泰安-徐州东-蚌埠南-滁州-南京南-镇江南-常州北-苏州北-上海虹桥
g1415,长沙南-萍乡北-新余北-南昌西-抚州东-鹰潭北-上饶-衢州-金华-杭州南-绍兴北-宁波
g1416,宁波-余姚北-绍兴北-杭州南-义乌-金华-衢州-玉山南-上饶-鹰潭北-南昌西-宜春-萍乡北-长沙南
g142,上海虹桥-昆山南-南京南-宿州东-徐州东-曲阜东-泰安-济南西-德州东-沧州西-北京南
g1421,嘉兴南-桐乡-杭州东-诸暨-义乌-金华-江山-上饶-鹰潭北-南昌西-新余北-萍乡北-长沙南-湘潭北-娄底南-新化南-溆浦南-怀化南-新晃西-凯里南-贵阳北-安顺西-关岭-盘州-曲靖北-嵩明-昆明南-玉溪
g1422,玉溪-昆明南-嵩明-曲靖北-富源北-盘州-安顺西-贵阳北-贵定北-三穗-新晃西-怀化南-溆浦南-新化南-邵阳北-长沙南-醴陵东-宜春-高安-南昌西-抚州东-上饶-江山-金华-义乌-杭州东-嘉兴南
g143,北京南-天津南-济南西-南京南-常州北-上海虹桥
g1431,长沙南-萍乡北-宜春-新余北-南昌西-鹰潭北-弋阳-上饶-玉山南-金华-义乌-杭州南-绍兴北-绍兴东-余姚北-宁波
g1432,宁波-余姚北-绍兴东-绍兴北-杭州南-义乌-金华-衢州-上饶-鹰潭北-南昌西-宜春-萍乡北-长沙南
g144,上海虹桥-无锡东-常州北-南京南-蚌埠南-徐州东-枣庄-济南西-德州东-廊坊-北京南
g145,北京南-沧州西-济南西-徐州东-滁州-南京南-镇江南-常州北-苏州北-上海虹桥
g146,上海虹桥-苏州北-丹阳北-南京南-滁州-徐州东-泰安-济南西-天津南-北京南
g147,北京南-天津南-沧州西-德州东-济南西-枣庄-滁州-南京南-镇江南-无锡东-苏州北-上海虹桥
g148,上海虹桥-苏州北-镇江南-南京南-蚌埠南-徐州东-曲阜东-济南西-沧州西-北京南
g1481,南京南-溧水-宜兴-长兴-湖州-杭州东-金华-衢州-弋阳-鹰潭北-抚州东-南昌西-高安-宜春-萍乡北-长沙南-韶山南-娄底南-溆浦南-怀化南-铜仁南-凯里南-贵阳北
g1482,长沙南-萍乡北-宜春-新余北-南昌西-抚州东-弋阳-玉山南-金华-义乌-诸暨-杭州东-德清-溧阳-溧水-南京南
g1483,南京南-溧阳-宜兴-湖州-德清-杭州东-义乌-金华-衢州-弋阳-鹰潭北-南昌西-高安-新余北-宜春-萍乡北-醴陵东-长沙南
g1484,贵阳北-凯里南-新晃西-怀化南-邵阳北-娄底南-长沙南-醴陵东-萍乡北-新余北-高安-南昌西-鹰潭北-上饶-衢州-金华-义乌-杭州东-湖州-宜兴-溧水-南京南
g149,北京南-沧州西-德州东-济南西-泰安-枣庄-徐州东-宿州东-蚌埠南-滁州-南京南-常州北-无锡东-上海虹桥
g1492,南昌-上饶-玉山南-金华-义乌-诸暨-杭州东-湖州-宜兴-溧阳-溧水-南京南
g1493,南京南-长兴-湖州-德清-杭州东-诸暨-金华-衢州-上饶-鹰潭北-南昌西
g1495,南京南-溧水-宜兴-湖州-杭州东-义乌-金华-衢州-玉山南-上饶-鹰潭北-南昌
g1496,南昌西-鹰潭北-上饶-衢州-义乌-诸暨-杭州东-湖州-宜兴-溧阳-江宁-南京南
g15,北京南-天津南-济南西-南京南-上海
g150,上海虹桥-无锡东-常州北-南京南-徐州东-枣庄-曲阜东-泰安-济南西-德州东-北京南
g1501,上海虹桥-嘉兴南-杭州东-诸暨-金华-江山-上饶-南昌西-高安-萍乡北-长沙南-衡阳东-祁东-祁阳-永州-东安东-全州南-兴安北-桂林北-永福南-柳州-来宾北-南宁东
g1502,南宁东-来宾北-柳州-鹿寨北-桂林北-兴安北-全州南-东安东-永州-祁阳-祁东-衡阳东-株洲西-长沙南-萍乡北-新余北-南昌西-鹰潭北-上饶-金华-义乌-诸暨-杭州东-嘉兴南-松江南-上海虹桥
g1503,南京南-溧阳-宜兴-湖州-德清-杭州东-诸暨-义乌-金华-衢州-玉山南-鹰潭北-进贤南-南昌西-宜春-长沙南-衡阳东-祁东-祁阳-永州-全州南-兴安北-桂林北-永福南-柳州-南宁东
g1504,南宁东-柳州-永福南-桂林北-全州南-东安东-永州-祁阳-祁东-衡阳东-株洲西-长沙南-萍乡北-南昌西-鹰潭北-上饶-玉山南-金华-义乌-杭州东-湖州-长兴-宜兴-溧阳-南京南
g1505,南京南-江宁-溧阳-宜兴-长兴-湖州-杭州东-义乌-金华-衢州-上饶-鹰潭北-进贤南-南昌西-宜春-萍乡北-长沙南-株洲西-衡阳东-祁东-永州-桂林北-柳州-来宾北-南宁东
g1506,南宁东-来宾北-柳州-桂林北-全州南-永州-祁阳-祁东-衡阳东-株洲西-长沙南-宜春-新余北-高安-南昌西-抚州东-上饶-衢州-金华-义乌-杭州东-湖州-宜兴-溧阳-南京南
g151,北京南-沧州西-德州东-济南西-滕州东-徐州东-蚌埠南-滁州-南京南-常州北-苏州北-上海虹桥
g1511,南昌西-新余北-宜春-萍乡北-长沙南-湘潭北-怀化南-贵阳北-安顺西-曲靖北-昆明南
g1514,昆明南-曲靖北-贵阳北-凯里南-怀化南-娄底南-长沙南-宜春-南昌西
g152,上海虹桥-苏州北-南京南-徐州东-枣庄-曲阜东-济南西-德州东-天津南-北京南
g1521,武汉-咸宁北-岳阳东-长沙南-韶山南-邵阳北-溆浦南-怀化南-凯里南-贵定北-贵阳北
g1524,贵阳北-贵定北-铜仁南-芷江-怀化南-溆浦南-娄底南-长沙南-赤壁北-咸宁北-武汉
g1525,武汉-长沙南-怀化南-贵阳北-曲靖北-昆明南
g1526,昆明南-曲靖北-贵阳北-怀化南-长沙南-岳阳东-赤壁北-武汉
g153,北京南-沧州西-济南西-泰安-徐州东-蚌埠南-滁州-南京南-常州北-无锡东-上海虹桥
g1535,郑州东-漯河西-驻马店西-明港东-信阳东-孝感北-武汉-咸宁北-岳阳东-长沙南-韶山南-娄底南-新化南-怀化南-铜仁南-贵定北-贵阳北-安顺西-普安县-曲靖北-昆明南-玉溪
g1536,玉溪-昆明南-曲靖北-富源北-盘州-安顺西-贵阳北-贵定北-凯里南-新晃西-怀化南-新化南-邵阳北-韶山南-长沙南-咸宁北-武汉-孝感北-驻马店西-漯河西-郑州东
g1537,郑州东-漯河西-驻马店西-信阳东-武汉-咸宁北-赤壁北-长沙南-韶山南-娄底南-溆浦南-怀化南-三穗-凯里南-贵阳北-关岭-盘州-曲靖北-昆明南
g1538,昆明南-嵩明-曲靖北-关岭-安顺西-贵阳北-凯里南-铜仁南-怀化南-娄底南-长沙南-岳阳东-武汉-信阳东-明港东-驻马店西-漯河西-郑州东
g1539,南京南-全椒-合肥南-六安-武汉-咸宁北-岳阳东-长沙南-韶山南-邵阳北-溆浦南-怀化南-凯里南-贵阳北-安顺西-盘州-曲靖北-昆明南
g154,上海虹桥-苏州北-常州北-南京南-蚌埠南-泰安-济南西-北京南
g1540,昆明南-曲靖北-盘州-安顺西-贵阳北-凯里南-新晃西-怀化南-新化南-娄底南-湘潭北-长沙南-岳阳东-咸宁北-武汉-红安西-麻城北-六安-合肥南-南京南
g1545,南京南-全椒-合肥南-六安-武汉-咸宁北-长沙南-衡山西-衡阳东-祁东-永州-全州南-兴安北-桂林北-永福南-鹿寨北-柳州-来宾北-宾阳-南宁东
g1546,南宁东-柳州-桂林北-兴安北-全州南-东安东-永州-祁阳-祁东-衡阳东-株洲西-长沙南-岳阳东-咸宁北-武汉-合肥南-南京南
g155,北京南-沧州西-德州东-济南西-徐州东-南京南-常州北-无锡东-苏州北-上海虹桥-嘉兴南
g1558,开封北-郑州东-新乡东-安阳东-邯郸东-高邑西-石家庄-保定东-北京西
g156,上海虹桥-苏州北-无锡东-南京南-蚌埠南-曲阜东-济南西-天津南-北京南
g1560,商丘-民权北-兰考南-开封北-郑州东-新乡东-鹤壁东-邢台东-石家庄-定州东-北京西
g1563,北京西-保定东-正定机场-石家庄-邯郸东-安阳东-郑州东
g1564,郑州东-新乡东-鹤壁东-安阳东-高邑西-石家庄-保定东-高碑店东-涿州东-北京西
g1567,北京南-天津南-沧州西-济南西-曲阜东-滕州东-徐州东-萧县北-永城北-砀山南-商丘
g1568,商丘-砀山南-永城北-萧县北-徐州东-枣庄-曲阜东-济南西-德州东-天津南-北京南
g157,北京南-廊坊-德州东-济南西-泰安-徐州东-南京南-常州北-苏州北-上海虹桥
g158,上海虹桥-苏州北-丹阳北-南京南-蚌埠南-枣庄-曲阜东-济南西-沧州西-北京南
