train,Stations
k594,杭州-德清西-长兴南-广德-宣城-芜湖-巢湖-合肥-淮南-阜阳-亳州-商丘-郑州-洛阳-三门峡-灵宝-渭南-西安-咸阳-武功-蔡家坡-宝鸡-天水-甘谷-武山-陇西-兰州-古浪-武威-金昌-张掖-嘉峪关-玉门-柳园-哈密-鄯善北-吐鲁番北-乌鲁木齐
k597,广州-韶关东-郴州-衡阳-株洲-长沙-武昌-孝感-信阳-驻马店-遂平-西平-漯河-许昌-长葛-郑州-新乡-鹤壁-汤阴-安阳-邯郸-邢台-石家庄-定州-保定-徐水-高碑店-北京西-张家口-大同-集宁南-呼和浩特东-呼和浩特-包头东-包头
k598,包头-包头东-呼和浩特-呼和浩特东-卓资东-集宁南-丰镇-大同-张家口-北京西-高碑店-保定-石家庄-邢台-邯郸-安阳-新乡-郑州-许昌-漯河-驻马店-信阳-广水-孝感-武昌-岳阳-长沙-衡阳-郴州-韶关东-广州
k60,西安-渭南-潼关-三门峡-洛阳-郑州-开封-兰考-商丘-阜阳-淮南-蚌埠-滁州北-扬州-泰州-海安-南通
k600,广州-韶关东-郴州-衡阳-株洲-长沙-武昌-孝感-信阳-驻马店-遂平-西平-漯河-许昌-长葛-郑州-新乡-鹤壁-汤阴-安阳-邯郸-邢台-石家庄-定州-保定-徐水-高碑店-北京西-张家口-大同-集宁南-呼和浩特东-呼和浩特-包头东-包头
k601,北京-白涧-灵丘-五台山-繁峙-代县-原平-忻州-太原
k602,太原-忻州-原平-代县-繁峙-五台山-灵丘-白涧-北京
k603,北京-白涧-涞源-灵丘-五台山-繁峙-代县-原平-忻州-太原-平遥-介休-霍州-洪洞-临汾-侯马-闻喜-运城
k604,运城-闻喜-东镇-侯马-襄汾-临汾-洪洞-霍州-灵石-介休-平遥-太谷-榆次-太原-忻州-原平-代县-繁峙-五台山-灵丘-涞源-白涧-北京
k605,西安-渭南-潼关-灵宝-三门峡-义马-洛阳-巩义-郑州-开封-兰考-民权-商丘南-阜阳-合肥-芜湖-宣城-广德-长兴南-德清西-杭州
k606,杭州-德清西-芜湖-巢湖-合肥-淮南-阜阳-亳州-商丘-开封-郑州-洛阳-渭南-西安
k608,西安-渭南-潼关-灵宝-三门峡西-三门峡-义马-洛阳-巩义-郑州-开封-兰考-民权-商丘-阜阳-合肥-芜湖-宣城-广德-长兴南-德清西-杭州
k609,北京-任丘-肃宁-深州-辛集-石家庄北-阳泉北-太原-榆次-太谷-平遥-介休-灵石-霍州-洪洞-临汾-襄汾-侯马-新绛-稷山-河津-韩城
k61,西安-渭南-潼关-三门峡-渑池-洛阳-郑州-开封-兰考-商丘-阜阳-淮南-蚌埠-滁州北-扬州-泰州-海安-南通
k610,韩城-河津-稷山-新绛-侯马-襄汾-临汾-洪洞-霍州-灵石-介休-平遥-祁县-太谷-榆次-太原-石家庄北-北京
k611,连云港东-连云港-新沂-邳州-徐州-萧县-淮北-涡阳-阜阳-淮南-合肥-安庆西-天柱山-宿松-黄梅-九江-南昌
k612,南昌-九江-黄梅-宿松-太湖-安庆西-桐城-合肥-淮南-阜阳-徐州-邳州-新沂-连云港-连云港东
k62,南通-海安-泰州-扬州-滁州北-蚌埠-淮南-阜阳-商丘-民权-开封-郑州-洛阳-三门峡-三门峡西-渭南-西安
k635,北京西-涿州-高碑店-保定-石家庄-邢台-邯郸-安阳-鹤壁-新乡-郑州-漯河-驻马店-信阳-武昌-岳阳-长沙-湘潭-湘乡-娄底-涟源-新化-溆浦-怀化-玉屏-凯里-福泉-贵阳-安顺-六盘水-宣威-曲靖-昆明-昆明南-玉溪
k636,玉溪-昆明南-昆明-曲靖-宣威-六盘水-六枝-安顺-贵阳-镇远-怀化-辰溪-溆浦-新化-涟源-娄底-湘乡-湘潭-长沙-武昌-孝感-广水-信阳-确山-驻马店-西平-漯河-临颍-许昌-长葛-郑州-鹤壁-安阳-邢台-石家庄-定州-保定-高碑店-北京西
k641,十堰-武当山-谷城-襄州-枣阳-随州-安陆-云梦-武昌-岳阳-长沙-衡阳-郴州-韶关东-广州北-广州
k642,广州-韶关东-郴州-衡阳-株洲-长沙-岳阳-武昌-安陆-随州-枣阳-襄州-谷城-十堰
k657,杭州-德清西-长兴南-宣城-芜湖-合肥-固始-商城-潢川-息县-罗山-信阳-唐河-镇平-内乡-西峡-商南-丹凤-商洛-渭南西-西安-延安-榆林-鄂尔多斯-东胜西-达拉特西-包头-包头东-呼和浩特
k675,广州东-东莞东-惠州-河源-龙川-定南-信丰-赣州-吉安-向塘-南昌-九江-池州-铜陵-芜湖-合肥-蚌埠-宿州-徐州
k677,徐州-宿州-蚌埠-合肥-巢湖-芜湖-铜陵-池州-九江-南昌-吉安-泰和-兴国-赣州-信丰-龙南-定南-龙川-河源-惠州-东莞东-广州东
k678,广州东-东莞东-惠州-河源-龙川-定南-信丰-赣州-吉安-向塘-南昌-九江-池州-铜陵-芜湖-合肥-蚌埠-宿州-徐州
k679,重庆-合川-南充北-南部-苍溪-广元-陇南-哈达铺-岷县-兰州-武威-金昌-山丹-张掖-临泽-清水-酒泉-嘉峪关-低窝铺-疏勒河-柳园-哈密-鄯善-吐鲁番-乌鲁木齐
k680,乌鲁木齐-吐鲁番-鄯善-哈密-柳园-疏勒河-低窝铺-嘉峪关-酒泉-清水-张掖-山丹-金昌-武威-永登-兰州-渭源-岷县-哈达铺-陇南-广元-阆中-南充北-武胜-合川-重庆
k681,北京-燕郊-唐山北-熊岳城-瓦房店-普兰店-大连
k683,大连-金州-普兰店-瓦房店-熊岳城-大石桥-北京
k684,北京-燕郊-唐山北-大石桥-熊岳城-瓦房店-普兰店-大连
k685,汕头-潮州-揭阳南-丰顺-兴宁-龙川-河源-惠州-东莞东-广州-韶关东-郴州-衡阳-长沙-益阳-常德-张家界西-龙山北-涪陵-重庆北
k686,重庆北-武隆-彭水-黔江-来凤-张家界西-常德-益阳-长沙-株洲-衡阳-韶关东-广州-东莞东-惠州-河源-龙川-兴宁-揭阳南-潮州-汕头
k691,呼和浩特-萨拉齐-包头东-包头-达拉特西-东胜西-鄂尔多斯-榆林-绥德-延安-西安南-安康-万源-达州-渠县-重庆西-贵阳-六盘水-宣威-曲靖-昆明
k692,昆明-曲靖-宣威-六盘水-贵阳-重庆西-渠县-达州-宣汉-安康-镇安-西安南-延安-榆林-鄂尔多斯-东胜西-达拉特西-包头-包头东-呼和浩特
k701,哈尔滨西-蔡家沟-扶余-德惠-长春-公主岭-四平-昌图-铁岭-沈阳北-沈阳-锦州-唐山-天津-静海-沧州-泊头-德州-禹城-晏城-大明湖-淄博-蓝村-青岛北
k702,青岛北-潍坊-淄博-大明湖-德州-沧州-天津-唐山-滦县-昌黎-北戴河-秦皇岛-山海关-绥中-葫芦岛-锦州-沟帮子-大虎山-沈阳-沈阳北-开原-四平-公主岭-长春-德惠-陶赖昭-扶余-双城堡-哈尔滨西
k715,大连-金州-普兰店-瓦房店-熊岳城-盖州-大石桥-西柳-盘锦-沟帮子-锦州-葫芦岛-山海关-秦皇岛-唐山-天津-衡水-聊城-郓城-菏泽-商丘-民权-兰考-开封-郑州
k716,郑州-开封-兰考-民权-宁陵县-商丘-定陶-菏泽-郓城-聊城-临清-清河城-衡水-天津-唐山-滦县-昌黎-秦皇岛-山海关-绥中北-盘锦北-盘锦-西柳-大石桥-盖州-熊岳城-瓦房店-普兰店-金州-大连
k72,重庆北-涪陵-彭水-黔江-咸丰-龙山北-桑植-张家界西-常德-益阳-长沙-株洲-衢州-金华-义乌-诸暨-杭州南-海宁-嘉善-松江-上海南
k725,哈尔滨西-长春-四平-沈阳北-锦州南-山海关-秦皇岛-昌黎-滦县-唐山-天津-霸州-任丘-深州-衡水-枣强-大营镇-聊城-菏泽-曹县-商丘南-亳州-阜阳-潢川-蕲春-武穴-九江-南昌-向塘-丰城-樟树-新余-宜春-萍乡-株洲-湘潭-娄底-涟源-冷水江东-新化-安化-溆浦-怀化-贵阳-安顺-六枝-六盘水-宣威-曲靖-昆明
k726,昆明-曲靖-宣威-六盘水-贵阳-凯里-怀化-溆浦-新化-娄底-湘潭-株洲-萍乡-宜春-新余-南昌-光山-潢川-淮滨-阜阳-亳州-商丘南-曹县-定陶-菏泽-梁山-阳谷-聊城-清河城-衡水-肃宁-任丘-霸州-天津-塘沽-唐山-山海关-锦州-沟帮子-大虎山-沈阳北-铁岭-开原-昌图-四平-公主岭-长春-德惠-哈尔滨西
k729,广州东-东莞东-惠州-河源-龙川-信丰-赣州-吉安-九江-麻城-新县-光山-阜阳-亳州-商丘南-定陶-菏泽-郓城-聊城-临清-清河城-枣强-衡水-辛集-晋州-石家庄北-太原-忻州-原平-宁武-朔州-怀仁-大同
k73,重庆北-涪陵-彭水-黔江-咸丰-龙山北-桑植-张家界西-常德-益阳-长沙-萍乡-鹰潭-衢州-金华-义乌-诸暨-杭州南-海宁-嘉善-松江-上海南
k730,大同-怀仁-岱岳-朔州-宁武-原平-忻州-阳曲-太原-阳泉北-石家庄北-辛集-衡水-聊城-菏泽-商丘南-亳州-阜阳-潢川-光山-新县-麻城-黄州-九江-南昌-新干-吉安-泰和-兴国-赣州-信丰-龙南-惠州-东莞东-广州东
k731,大同-怀仁-岱岳-朔州-宁武-原平-忻州-阳曲-太原-阳泉北-石家庄北-辛集-衡水-聊城-菏泽-商丘南-亳州-阜阳-潢川-光山-新县-麻城-黄州-九江-南昌-新干-吉安-泰和-兴国-赣州-信丰-龙南-惠州-东莞东-广州东
k732,广州东-东莞东-惠州-河源-龙川-信丰-赣州-吉安-九江-麻城-新县-光山-阜阳-亳州-商丘南-定陶-菏泽-郓城-聊城-临清-清河城-枣强-衡水-辛集-晋州-藁城-石家庄北-太原-忻州-原平-宁武-朔州-怀仁-大同
k735,上海-昆山-苏州-无锡-常州-丹阳-镇江-南京-滁州北-蚌埠-徐州-商丘-兰考-开封-郑州-巩义-偃师-洛阳
k736,洛阳-偃师-巩义-郑州-开封-兰考-商丘-徐州-蚌埠-滁州北-南京-镇江-常州-无锡-苏州-上海
k738,上海-昆山-苏州-无锡-常州-丹阳-镇江-南京-滁州北-蚌埠-徐州-商丘-兰考-开封-郑州-巩义-偃师-洛阳
k739,上海南-嘉善-海宁-杭州南-诸暨-义乌-金华-衢州-鹰潭-新余-分宜-宜春-萍乡-株洲-湘乡-娄底-新化-怀化-玉屏-贵阳-六枝-六盘水-宣威-曲靖-昆明
k74,上海南-松江-嘉善-海宁-杭州南-诸暨-义乌-金华-衢州-上饶-鹰潭-株洲-长沙-益阳-常德-张家界西-桑植-龙山北-来凤-咸丰-黔江-涪陵-重庆北
k740,昆明-曲靖-宣威-六盘水-六枝-安顺-贵阳-凯里-玉屏-怀化-新化-娄底-湘潭-株洲-上饶-衢州-金华-义乌-杭州南-海宁-嘉善-松江-上海南
k741,厦门北-龙岩-赣州-九江-黄州-麻城-新县-光山-潢川-阜阳-亳州-商丘-民权-兰考-开封-郑州
k742,郑州-开封-兰考-民权-商丘-亳州-阜阳-淮滨-潢川-光山-新县-麻城-浠水-蕲春-九江-南昌-赣州-于都-瑞金-长汀南-龙岩-漳州-厦门北
k751,上海南-松江-海宁-杭州南-义乌-金华-衢州-德兴东-婺源-景德镇北-鄱阳-九江-武穴-蕲春-浠水-黄州-麻城-新县-光山-潢川-信阳
k752,信阳-潢川-光山-新县-麻城-黄州-浠水-蕲春-武穴-九江-鄱阳-景德镇北-衢州-金华-义乌-诸暨-杭州南-海宁-上海南
k753,信阳-潢川-光山-新县-麻城-黄州-浠水-蕲春-武穴-九江-鄱阳-景德镇北-衢州-金华-义乌-诸暨-杭州南-海宁-上海南
k754,上海南-松江-海宁-杭州南-义乌-金华-衢州-德兴东-婺源-景德镇北-鄱阳-九江-武穴-蕲春-浠水-黄州-麻城-新县-光山-潢川-信阳
k755,洛阳-汝州-宝丰-鲁山-南召-南阳-邓州-襄州-随州-安陆-武昌-岳阳-长沙-衡阳-郴州-坪石-乐昌-韶关东-广州
k756,广州-韶关东-郴州-衡阳-长沙-岳阳-咸宁-武昌-云梦-安陆-随州-襄州-邓州-南阳-南召-鲁山-宝丰-汝州-洛阳
k758,洛阳-汝州-宝丰-鲁山-南召-南阳-邓州-襄州-随州-安陆-武昌-岳阳-长沙-衡阳-郴州-坪石-乐昌-韶关东-广州
k759,上海南-松江-嘉善-海宁-杭州南-诸暨-义乌-金华-衢州-上饶-横峰-鹰潭-新余-宜春-衡阳
k760,衡阳-衡山-株洲-萍乡-宜春-新余-上饶-金华-义乌-杭州南-海宁-嘉善-上海南
k767,广州-韶关东-郴州-耒阳-衡阳-衡山-株洲-长沙-岳阳-赤壁-咸宁-武昌-襄州-十堰-白河东-蜀河-旬阳-安康-石泉县-西乡-城固-汉中
k768,汉中-城固-西乡-石泉县-汉阴-安康-旬阳-蜀河-白河县-十堰-襄州-武昌-临湘-岳阳-汨罗-长沙-衡山-衡阳-耒阳-乐昌-韶关东-英德-广州
k769,汉中-城固-西乡-石泉县-安康-旬阳-蜀河-白河县-十堰-襄州-武昌-临湘-岳阳-长沙-株洲-衡山-衡阳-耒阳-乐昌-韶关东-英德-广州
k770,广州-韶关东-郴州-耒阳-衡阳-衡山-株洲-长沙-岳阳-赤壁-咸宁-武昌-襄州-白河东-旬阳-安康-汉阴-石泉县-西乡-城固-汉中
k771,济南-泰山-磁窑-兖州-邹城-滕州-枣庄西-徐州-邳州-新沂-沭阳-淮安-阜宁-盐城-海安-南通
k7729,北京-廊坊北-天津西-杨柳青-青县-沧州-泊头-东光-吴桥-德州
k7730,德州-吴桥-东光-泊头-沧州-青县-杨柳青-天津西-廊坊北-北京
k775,兰州西-兰州-渭源-漳县-岷县-陇南-广元-阆中-南充北-合川-重庆北-涪陵-黔江-酉阳-秀山-铜仁-怀化-新化-娄底-湘潭-衡阳-郴州-韶关东-源潭-广州-东莞东
k776,东莞东-东莞-广州-源潭-韶关东-坪石-郴州-衡阳-湘潭-娄底-涟源-新化-怀化-铜仁-秀山-武隆-涪陵-重庆北-南充北-广元-陇南-兰州-兰州西
k781,萍乡-宜春-分宜-新余-樟树-丰城-向塘-南昌-九江-彭泽-池州-铜陵-芜湖-南京-镇江-常州-无锡-苏州-上海
k782,上海-昆山-苏州-无锡-常州-丹阳-南京-马鞍山-芜湖-铜陵-九江-南昌-向塘-丰城-樟树-新余-分宜-宜春-萍乡
k784,萍乡-宜春-分宜-新余-樟树-丰城-向塘-南昌-九江-彭泽-池州-芜湖-南京-镇江-常州-无锡-苏州-上海
k785,成都东-大英东-遂宁-南充-蓬安-营山-达州-万州-宜昌东-石门县北-常德-益阳-长沙-株洲-醴陵-萍乡-宜春-新余-樟树-丰城-向塘-南昌
k786,南昌-向塘-丰城-樟树-新余-分宜-宜春-萍乡-醴陵-株洲-长沙-益阳-常德-石门县北-宜昌东-万州-达州-成都东
k79,上海南-松江-嘉善-海宁-杭州南-义乌-金华-衢州-上饶-鹰潭-新余-宜春-萍乡-株洲-湘潭-娄底-涟源-冷水江东-安化-怀化-凯里-贵阳-安顺-六盘水-宣威-曲靖-昆明
k797,汕头-潮州-揭阳南-丰顺-梅州-兴宁-龙川-赣州-吉安-南昌-阳新-黄石-武昌
k798,武昌-鄂州-黄石-阳新-庐山-德安-南昌-向塘-樟树东-新干-吉安-泰和-赣州-龙川-兴宁-梅州-丰顺-揭阳南-潮州-汕头
k799,武昌-鄂州-黄石-德安-南昌-向塘-樟树东-新干-吉安-泰和-赣州-龙川-兴宁-梅州-丰顺-揭阳南-潮州-汕头
k80,昆明-曲靖-宣威-六盘水-安顺-贵阳-怀化-涟源-娄底-株洲-萍乡-宜春-分宜-新余-鹰潭-上饶-衢州-金华-义乌-杭州南-海宁-上海南
k800,汕头-潮州-丰顺-梅州-兴宁-龙川-赣州-吉安-南昌-阳新-黄石-武昌
k807,无锡-苏州-昆山-上海南-嘉善-杭州东-杭州南-义乌-金华-衢州-上饶-宜春-萍乡-醴陵-株洲-湘潭-湘乡-娄底-涟源-冷水江东-新化-安化-溆浦-怀化
k808,怀化-辰溪-溆浦-安化-新化-冷水江东-涟源-娄底-湘乡-湘潭-株洲-萍乡-金华-义乌-诸暨-杭州南-杭州东-海宁-嘉善-上海南-昆山-苏州-无锡
k81,西安-渭南-潼关-洛阳-汝州-平顶山-漯河-驻马店-信阳-孝感-武昌-岳阳-长沙-衡阳-郴州-广州
k811,广州-广州北-韶关东-郴州-衡阳-株洲-湘潭-娄底-怀化-铜仁-秀山-酉阳-彭水-武隆-涪陵-重庆北-华蓥-广安-渠县-达州
k812,达州-渠县-广安-重庆北-酉阳-秀山-铜仁-怀化-娄底-湘潭-株洲-衡山-衡阳-郴州-坪石-韶关东-广州
k815,银川-青铜峡-中宁-中卫-白银西-兰州-兰州西-河口南-海石湾-西宁
k816,西宁-平安驿-乐都-兰州西-兰州-皋兰-白银西-中卫-中宁-青铜峡-银川
k817,北京西-保定-定州-石家庄-邢台-邯郸-安阳-汤阴-鹤壁-新乡-郑州-巩义-洛阳-三门峡-渭南-安康-宣汉-达州-土溪-营山-蓬安-南充-大英东-成都
k818,成都-遂宁-南充-营山-达州-安康-灵宝-洛阳-郑州-邯郸-邢台-石家庄-定州-保定-北京西
k819,北京西-高碑店-保定-石家庄-邢台-邯郸-新乡-郑州-巩义-偃师-汝州-襄阳-武当山-十堰-旬阳-安康-万源-宣汉-达州-重庆西
k82,广州-韶关东-乐昌-衡阳-长沙-岳阳-武昌-信阳-确山-驻马店-西平-漯河-平顶山-汝州-洛阳-潼关-华山-渭南-西安
k820,重庆西-广安-渠县-达州-宣汉-万源-紫阳-安康-十堰-武当山-襄阳-南阳-郑州-新乡-鹤壁-安阳-邯郸-邢台-石家庄-定州-保定-徐水-高碑店-涿州-北京西
k821,深圳东-东莞东-惠州-河源-龙川-赣州-九江-武穴-蕲春-浠水-黄州-麻城-新县-光山-潢川-息县-罗山-信阳
k822,信阳-罗山-息县-潢川-光山-新县-麻城-黄州-浠水-武穴-赣州-信丰-龙南-定南-龙川-河源-惠州-东莞东-深圳东
k83,广州-韶关东-乐昌-衡阳-长沙-岳阳-武昌-信阳-确山-驻马店-西平-漯河-平顶山-汝州-洛阳-潼关-华山-渭南-西安
k833,上海南-海宁-杭州南-义乌-金华-衢州-江山-上饶-鹰潭-樟树-新余-宜春-萍乡-株洲-湘潭-娄底-怀化-凯里-贵阳
k834,贵阳-凯里-怀化-娄底-湘潭-株洲-醴陵-萍乡-宜春-新余-樟树-丰城-东乡-鹰潭-贵溪-弋阳-横峰-上饶-衢州-金华-义乌-杭州南-上海南
k835,重庆西-重庆北-涪陵-黔江-秀山-铜仁-怀化-靖州-通道-牙屯堡-融安-融水-柳州-来宾-贵港-玉林-河唇-化州-茂名西-肇庆-佛山-广州-东莞-深圳西
k8351,连云港东-连云港-新沂-邳州-徐州-萧县-淮北-宿州-蚌埠-滁州北-南京-常州-无锡-苏州-上海南-海宁-杭州
k8352,杭州-海宁-嘉善-上海南-昆山-苏州-无锡-常州-南京-蚌埠-宿州-淮北-萧县-徐州-邳州-新沂-连云港-连云港东
k836,深圳西-广州-佛山-肇庆-茂名-茂名西-化州-文地-陆川-玉林-柳州-通道-靖州-怀化-铜仁-秀山-酉阳-黔江-武隆-涪陵-重庆北-重庆西
k837,深圳西-广州-佛山-肇庆-茂名-茂名西-化州-文地-陆川-玉林-柳州-通道-靖州-怀化-铜仁-秀山-酉阳-黔江-武隆-涪陵-重庆北-重庆西
k8371,徐州-萧县-淮北-宿州-固镇-蚌埠-滁州北-南京-常州-无锡-苏州-昆山-上海南-松江-嘉善-海宁-杭州南-诸暨-义乌-金华-衢州-江山
k8372,江山-衢州-金华-义乌-杭州南-海宁-上海南-苏州-无锡-常州-南京-滁州北-蚌埠-固镇-宿州-淮北-徐州
k838,重庆西-重庆北-涪陵-黔江-秀山-铜仁-怀化-靖州-通道-牙屯堡-融安-融水-柳州-来宾-贵港-玉林-河唇-化州-茂名西-肇庆-佛山-广州-东莞-深圳西
k84,西安-渭南-潼关-三门峡-洛阳-汝州-平顶山-漯河-驻马店-信阳-孝感-武昌-岳阳-长沙-衡阳-郴州-广州
k841,广州-佛山-肇庆-茂名西-化州-河唇-玉林-贵港-柳州-麻尾-独山-都匀-贵阳
k842,贵阳-都匀-独山-麻尾-南丹-金城江-宜州-柳州-贵港-玉林-化州-茂名西-阳春-肇庆-佛山-广州
k844,广州-佛山-肇庆-茂名西-化州-河唇-玉林-贵港-柳州-麻尾-独山-都匀-贵阳
k845,宁波-余姚-上虞-绍兴-诸暨-义乌-金华-衢州-上饶-进贤-新余-宜春-萍乡-株洲-怀化-玉屏-镇远-凯里-福泉-贵定-贵阳
k846,贵阳-贵定-凯里-镇远-怀化-娄底-湘乡-湘潭-株洲-萍乡-宜春-新余-樟树-丰城-东乡-鹰潭-贵溪-横峰-上饶-玉山-衢州-金华-义乌-诸暨-绍兴-上虞-余姚-宁波
k87,景德镇北-鄱阳-都昌-湖口-九江-南昌西-吉安-泰和-赣州-河源-惠州-东莞东-广州东-广州
k871,成都东-重庆西-贵阳-都匀-独山-麻尾-金城江-柳州-来宾-贵港-兴业-玉林-陆川-河唇-廉江-遂溪-湛江
k872,湛江-遂溪-廉江-河唇-文地-陆川-玉林-贵港-来宾-柳州-宜州-金城江-南丹-麻尾-都匀-贵阳-遵义-重庆西-潼南-成都东
k88,广州-广州东-东莞东-惠州-河源-赣州-吉安-南昌西-九江-都昌-鄱阳-景德镇北
k881,太原-阳泉北-石家庄北-辛集-衡水-德州-大明湖-淄博-潍坊-胶州北-青岛北
k882,青岛北-潍坊-淄博-大明湖-德州-衡水-辛集-石家庄北-太原
k885,天津-廊坊北-北京-张家口-大同-集宁南-呼和浩特东-包头-临河-乌海-惠农-石嘴山-银川-中卫-兰州-兰州西
k886,兰州西-兰州-白银西-景泰-中卫-银川-石嘴山-惠农-乌海-临河-包头-呼和浩特东-集宁南-大同-阳高-柴沟堡-张家口-宣化-沙城-北京-廊坊北-天津
k889,盘锦-西柳-海城-鞍山-辽阳-苏家屯-沈阳-铁岭-四平-公主岭-长春-德惠-扶余-哈尔滨西-哈尔滨东-绥化-庆安-铁力-南岔-汤原-佳木斯
k89,北京西-张家口-大同-集宁南-呼和浩特东-呼和浩特
k890,佳木斯-汤原-香兰-浩良河-南岔-带岭-朗乡-铁力-庆安-绥化-兴隆镇-呼兰-哈尔滨东-长春-四平-开原-铁岭-沈阳北-沈阳-苏家屯-辽阳-鞍山-海城-西柳-牛庄-新开-盘锦
k891,大同-应县-山阴-原平-忻州-太原-石家庄北-晋州-辛集-衡水-枣强-清河城-聊城-菏泽-商丘南-阜阳-淮南-合肥-巢湖-芜湖-宣城-广德-长兴南-德清西-杭州
k892,杭州-长兴南-宣城-芜湖-巢湖-合肥-阜阳-亳州-商丘南-菏泽-郓城-聊城-清河城-衡水-辛集-石家庄北-太原-忻州-原平-山阴-应县-怀仁东-大同
k90,呼和浩特-呼和浩特东-集宁南-大同-张家口-北京西
k91,南通-如皋-泰州-扬州-滁州北-蚌埠-合肥-桐城-安庆西-太湖-九江-南昌-吉安-赣州-信丰-龙川-河源-惠州-东莞东-深圳东
k911,青岛-潍坊-淄博-济南-泰山-磁窑-兖州-邹城-滕州-枣庄西-徐州-砀山-商丘-宁陵县-郑州-洛阳-三门峡-灵宝-潼关-华山-渭南-西安
k912,西安-渭南-华山-灵宝-三门峡西-三门峡-义马-新安县-洛阳-巩义-郑州-开封-兰考-民权-商丘-徐州-泰山-济南-淄博-青州市-潍坊-青岛北-青岛
k913,西安-渭南-华山-灵宝-三门峡-义马-新安县-洛阳-巩义-郑州-开封-兰考-民权-商丘-徐州-泰山-济南-淄博-青州市-潍坊-青岛北-青岛
k914,青岛-潍坊-淄博-济南-泰山-磁窑-兖州-邹城-滕州-枣庄西-徐州-砀山-商丘-宁陵县-郑州-洛阳-三门峡-灵宝-潼关-华山-渭南-西安
k915,北京东-燕郊-秦皇岛-锦州-义县-清河门北-阜新南
k916,阜新南-清河门北-义县-锦州-秦皇岛-唐山北-玉田县-蓟州-燕郊-北京东
k92,深圳东-东莞东-惠州-河源-龙川-赣州-南昌-九江-黄梅-宿松-太湖-天柱山-安庆西-桐城-庐江-合肥-蚌埠-滁州北-扬州-泰州-如皋-南通
k925,海拉尔-牙克石-齐齐哈尔-大庆西-肇东-哈尔滨北-哈尔滨-陶赖昭-德惠-长春-四平-开原-沈阳-大虎山-沟帮子-锦州-葫芦岛-兴城-山海关-唐山-天津-任丘-衡水-枣强-清河城-临清-聊城-菏泽-商丘-民权-兰考-开封-郑州
k926,郑州-开封-兰考-民权-宁陵县-商丘-菏泽-郓城-聊城-衡水-天津-唐山-秦皇岛-山海关-葫芦岛北-沈阳北-铁岭-四平-公主岭-长春-德惠-哈尔滨-安达-大庆西-齐齐哈尔-昂昂溪-富拉尔基-龙江-牙克石-海拉尔
k928,海拉尔-牙克石-齐齐哈尔-大庆西-肇东-哈尔滨北-哈尔滨-陶赖昭-德惠-长春-四平-开原-沈阳-大虎山-沟帮子-锦州-葫芦岛-兴城-山海关-唐山-天津-任丘-衡水-枣强-清河城-临清-聊城-菏泽-商丘-民权-兰考-开封-郑州
k929,大连-金州-普兰店-瓦房店-熊岳城-盖州-大石桥-海城-鞍山-沈阳-沈阳北-铁岭-四平-长春-哈尔滨东-呼兰-兴隆镇-绥化-庆安-双丰-铁力-桃山-神树-朗乡-带岭-南岔-浩良河-香兰-汤原-佳木斯-福利屯-双鸭山
k93,深圳东-东莞东-惠州-河源-龙川-赣州-南昌-九江-黄梅-宿松-太湖-天柱山-安庆西-桐城-庐江-合肥-蚌埠-滁州北-扬州-泰州-如皋-南通
k930,佳木斯-汤原-南岔-带岭-朗乡-神树-铁力-双丰-庆安-绥化-兴隆镇-呼兰-哈尔滨东-陶赖昭-德惠-长春-四平-沈阳北-沈阳-鞍山-海城-大石桥-盖州-熊岳城-瓦房店-普兰店-金州-大连
k931,襄阳-宜城-荆门-当阳-宜昌东-枝城-松滋-石门县北-常德-益阳-长沙-衡阳-韶关东-广州东
k932,广州东-韶关东-郴州-衡阳-长沙-益阳-常德-石门县北-松滋-宜昌东-当阳-荆门-宜城-襄阳
k934,襄阳-宜城-荆门-当阳-宜昌东-枝城-松滋-石门县北-常德-益阳-长沙-衡阳-韶关东-广州东
k935,襄阳-宜城-荆门-当阳-枝城-松滋-石门县北-常德-益阳-长沙-衡阳-郴州-韶关东-广州东
k936,广州东-英德-韶关东-乐昌-郴州-衡阳-长沙-益阳-常德-荆门-襄阳
k937,牡丹江-海林-横道河子-亚布力-苇河-尚志-阿城-哈尔滨-双城堡-兰棱-扶余-德惠-长春-公主岭-四平-昌图-沈阳-锦州-唐山-芦台-塘沽-天津-徐水-保定-定州-石家庄
k938,石家庄-定州-保定-徐水-白沟-天津-芦台-唐山-滦县-秦皇岛-葫芦岛-锦州-沟帮子-大虎山-沈阳-铁岭-开原-昌图-四平-公主岭-长春-德惠-扶余-哈尔滨西-哈尔滨-阿城-苇河-横道河子-海林-牡丹江
k94,南通-如皋-泰州-扬州-滁州北-蚌埠-合肥-桐城-安庆西-九江-南昌-吉安-赣州-信丰-龙川-河源-惠州-东莞东-深圳东
k940,牡丹江-海林-横道河子-亚布力-苇河-尚志-阿城-哈尔滨-双城堡-兰棱-扶余-德惠-长春-公主岭-四平-昌图-沈阳-锦州-唐山-芦台-塘沽-天津-徐水-保定-定州-石家庄
k941,温州-青田-丽水-缙云-永康-武义-金华-衢州-玉山-上饶-贵溪-鹰潭-樟树-新余-萍乡-醴陵-株洲-湘潭-娄底-怀化-镇远-凯里-福泉-贵阳
